"id";"name";"link";"visited"
412;"City Gym";"http://www.justdial.com/Delhi/City-Gym-<near>-Near-Nagar-Nigam-School-Panchsheel-Garden-Naveen-Shadara-Shahdara/011PXX11-XX11-101130150438-E9J2_BZDET?xid=RGVsaGkgR3ltcw==";"1"
413;"Energy Mind Body Soul Fitness ...";"http://www.justdial.com/Delhi/Energy-Mind-Body-Soul-Fitness-Centre-<near>-Near-Shalimar-Bagh-Police-Station-Shalimar-Bagh/011PXX11-XX11-110710114054-W1U7_BZDET?xid=RGVsaGkgR3ltcw==";"1"
414;"Magnet gym";"http://www.justdial.com/Delhi/Magnet-gym-<near>-Near-by-goodlay-public-school-Shalimar-Bagh/011PXX11-XX11-131220150926-U7P4_BZDET?xid=RGVsaGkgR3ltcw==";"1"
415;"Being Fit Fitness Studio";"http://www.justdial.com/delhi/Being-Fit-Fitness-Studio-<near>-Huda-Market-Faridabad-Sector-46/011PXX11-XX11-140625200002-G4K5_BZDET?xid=RGVsaGkgR3ltcw==";"1"
416;"THE NEW BODY  TEMPLE";"http://www.justdial.com/Delhi/THE-NEW-BODY-TEMPLE-<near>-Near-Karol-bagh-Metro-Station-Karol-Bagh/011PF015121_BZDET?xid=RGVsaGkgR3ltcw==";"1"
417;"Mantan The Fitness Lounge";"http://www.justdial.com/Delhi/Mantan-The-Fitness-Lounge-<near>-New-Manglapuri-Mehrauli-Gurgaon-Road/011PXX11-XX11-141113173800-J1T6_BZDET?xid=RGVsaGkgR3ltcw==";"1"
418;"Club Xcell";"http://www.justdial.com/Delhi/Club-Xcell-<near>-Near-N-Block-Market-Zamrudpur-Greater-Kailash-I/011PXX11-XX11-121105151258-L2S9_BZDET?xid=RGVsaGkgR3ltcw==";"1"
419;"Workout Wonders";"http://www.justdial.com/Delhi/Workout-Wonders-<near>-Near-Ram-Mandir-Vivek-Vihar/011PXX11-XX11-100503112538-W7L6_BZDET?xid=RGVsaGkgR3ltcw==";"1"
420;"Planet X Gym";"http://www.justdial.com/Delhi/Planet-X-Gym-<near>-Vivek-Vihar/011PXX11-XX11-110319032926-C9K9_BZDET?xid=RGVsaGkgR3ltcw==";"1"
421;"Freaky Fitness Center";"http://www.justdial.com/Delhi/Freaky-Fitness-Center-<near>-Near-Tagore-International-School-Vasant-Vihar/011PXX11-XX11-140513205341-F2S5_BZDET?xid=RGVsaGkgR3ltcw==";"1"
422;"Celebrity Fitness Club";"http://www.justdial.com/Delhi/Celebrity-Fitness-Club-<near>-Rajouri-Garden/011PXX11-XX11-110802143438-N8S5_BZDET?xid=RGVsaGkgR3ltcw==";"1"
423;"Komal Fitness Mantras";"http://www.justdial.com/Delhi/Komal-Fitness-Mantras-<near>-Near-Vijaya-Bank-Vikaspuri/011PXX11-XX11-131015173247-Q1R8_BZDET?xid=RGVsaGkgR3ltcw==";"1"
425;"Lets Work Out";"http://www.justdial.com/Delhi/Lets-Work-Out-<near>-Near-Bagga-Link-Showroom-Pitampura/011PXX11-XX11-141223102007-Q4D7_BZDET?xid=RGVsaGkgR3ltcw==";"1"
426;"Krypton Fitness Studio";"http://www.justdial.com/delhi/Krypton-Fitness-Studio-<near>-Opposite-Deepali-Gate-Number-1-Pitampura/011PXX11-XX11-130410194840-U6G3_BZDET?xid=RGVsaGkgR3ltcw==";"1"
428;"Studio 1";"http://www.justdial.com/Delhi/Studio-1-<near>-Near-Holy-Child-School-Ashok-Nagar-Ghaziabad/011PXX11-XX11-091014181656-L6K8_BZDET?xid=RGVsaGkgR3ltcw==";"1"
429;"Fitness Alive Academy";"http://www.justdial.com/Delhi/Fitness-Alive-Academy-<near>-Paschim-Vihar/011PXX11-XX11-130622104916-K1I5_BZDET?xid=RGVsaGkgR3ltcw==";"1"
430;"Fitness Mania Gym";"http://www.justdial.com/Delhi/Fitness-Mania-Gym-<near>-Kucha-Chellan-Darya-Ganj/011PXX11-XX11-140606171849-T8U3_BZDET?xid=RGVsaGkgR3ltcw==";"1"
432;"Xtreme Fitness";"http://www.justdial.com/Delhi/Xtreme-Fitness-<near>-Omaxe-city-centre-mall-Sohna-Road/011PXX11-XX11-140704175450-L4J4_BZDET?xid=RGVsaGkgR3ltcw==";"1"
434;"Milestone Gym Spa Cafe";"http://www.justdial.com/Delhi/Milestone-Gym-Spa-Cafe-<near>-Opposite-Mcd-Dispencery-Kingsway-Camp/011PXX11-XX11-140217152042-D6I2_BZDET?xid=RGVsaGkgR3ltcw==";"1"
435;"Spartan gym & fitness";"http://www.justdial.com/Delhi/Spartan-gym-fitness-<near>-Near-Shiv-Mandr-Mayur-Vihar-Phase-I/011PXX11-XX11-131214101414-U3N3_BZDET?xid=RGVsaGkgR3ltcw==";"1"
436;"Steel Gym & Spa";"http://www.justdial.com/Delhi/Steel-Gym-Spa-<near>-Faridabad/011PXX11-XX11-120111123904-J6L5_BZDET?xid=RGVsaGkgR3ltcw==";"1"
437;"Diva Fitness";"http://www.justdial.com/Delhi/Diva-Fitness-<near>-Part-2-Nr-Mc-Donalds-VLCC-Model-Town/011PXX11-XX11-100311113626-E3X4_BZDET?xid=RGVsaGkgR3ltcw==";"1"
438;"CUTS & CURVES";"http://www.justdial.com/Delhi/CUTS-CURVES-<near>-Near-hanuman-mandir-gate-Vikaspuri/011PXX11-XX11-130523180648-U3R4_BZDET?xid=RGVsaGkgR3ltcw==";"1"
439;"The World Gym";"http://www.justdial.com/Delhi/The-World-Gym-<near>-Opposite-Adriel-High-School-Rohini-Sector-24/011PJDYPDL66115_BZDET?xid=RGVsaGkgR3ltcw==";"1"
441;"Tornado Gym";"http://www.justdial.com/Delhi/Tornado-Gym-<near>-Vikaspuri/011PXX11-XX11-130202145450-Q1X1_BZDET?xid=RGVsaGkgR3ltcw==";"1"
442;"CLUB 4 GYM";"http://www.justdial.com/Delhi/CLUB-4-GYM-<near>-Opp-Jyoti-Nursing-Home-Loni-Road/011PXX11-XX11-090804315208-IAPP_BZDET?xid=RGVsaGkgR3ltcw==";"1"
444;"Exception Gym";"http://www.justdial.com/Delhi/Exception-Gym-<near>-Pitampura/011PXX11-XX11-121228155608-X3Y8_BZDET?xid=RGVsaGkgR3ltcw==";"1"
446;"Gold Gym";"http://www.justdial.com/Delhi/Gold-Gym-<near>-Near-Axis-Bank-Palam-Vihar/011PXX11-XX11-120806231122-N4R7_BZDET?xid=RGVsaGkgR3ltcw==";"1"
448;"Theorem Gym Spa & Health Cafe";"http://www.justdial.com/Delhi/Theorem-Gym-Spa-Health-Cafe-<near>-Jasola-Vihar/011PXX11-XX11-140501173112-Y5P9_BZDET?xid=RGVsaGkgR3ltcw==";"1"
449;"Max Muscle";"http://www.justdial.com/Delhi/Max-Muscle-<near>-Nr-Mcd-Hospital-Pandi-Malvia-Hospital-Malviya-Nagar/011PXX11-XX11-100223132115-U7Y5_BZDET?xid=RGVsaGkgR3ltcw==";"1"
450;"Club Fitline";"http://www.justdial.com/Delhi/Club-Fitline-<near>-Gujranwala-Town/011PXX11-XX11-100521185619-P5S2_BZDET?xid=RGVsaGkgR3ltcw==";"1"
451;"Aastha yoga";"http://www.justdial.com/Delhi/Aastha-yoga-<near>-Gurgaon-Sector-56/011PXX11-XX11-130130142815-H8J3_BZDET?xid=RGVsaGkgR3ltcw==";"1"
452;"Physique";"http://www.justdial.com/Delhi/Physique-<near>-Master-Blk-Shakarpur/011PXX11-XX11-110928154105-H9Y7_BZDET?xid=RGVsaGkgR3ltcw==";"1"
453;"Moksh fitness center";"http://www.justdial.com/Delhi/Moksh-fitness-center-<near>-East-Of-Kailash/011PXX11-XX11-140118164940-D3S1_BZDET?xid=RGVsaGkgR3ltcw==";"1"
454;"Equilibrium Fitness Center";"http://www.justdial.com/Delhi/Equilibrium-Fitness-Center-<near>-Faridabad-Sector-21a/011PXX11-XX11-150711114437-R9U6_BZDET?xid=RGVsaGkgR3ltcw==";"1"
455;"TUFF N TONE HEALTH CLUB";"http://www.justdial.com/Delhi/TUFF-N-TONE-HEALTH-CLUB-<near>-Near-shadipur-metro-piller-230-West-Patel-Nagar/011PXX11-XX11-121022154203-R8I2_BZDET?xid=RGVsaGkgR3ltcw==";"1"
456;"Country Club Fitness &Vacations";"http://www.justdial.com/Delhi/Country-Club-Fitness-Vacations-<near>-Near-Rajori-Garden-Metro-Station-Rajouri-Garden/011PXX11-XX11-140227155806-S4G3_BZDET?xid=RGVsaGkgR3ltcw==";"1"
457;"Revital Gym & Spa";"http://www.justdial.com/Delhi/Revital-Gym-Spa-<near>-North-West-Avenue-Punjabi-Bagh/011P126968_BZDET?xid=RGVsaGkgR3ltcw==";"1"
458;"The rock gym";"http://www.justdial.com/Delhi/The-rock-gym-<near>-Near-rock-gym-Laxmi-Nagar/011PXX11-XX11-110404152533-D9C7_BZDET?xid=RGVsaGkgR3ltcw==";"1"
459;"Body Mantra Gym";"http://www.justdial.com/Delhi/Body-Mantra-Gym-<near>-Opposite-Liberty-Cinema-Karol-Bagh/011PXX11-XX11-120821175836-D1X5_BZDET?xid=RGVsaGkgR3ltcw==";"1"
460;"Chirag Health Club";"http://www.justdial.com/Delhi/Chirag-Health-Club-<near>-Amrit-Puri-A-Main-Mkt-Garhi-East-Of-Kailash/011P1237793032G1V9H5_BZDET?xid=RGVsaGkgR3ltcw==";"1"
461;"Royal Blue Gym And Spa";"http://www.justdial.com/Delhi/Royal-Blue-Gym-And-Spa-<near>-Opposite-Dwarka-Sector-5-Dwarka/011PXX11-XX11-140106133712-Q6I1_BZDET?xid=RGVsaGkgR3ltcw==";"1"
462;"Planet X Health Club";"http://www.justdial.com/Delhi/Planet-X-Health-Club-<near>-Nr-V3s-Mall-Preet-Vihar/011P72886_BZDET?xid=RGVsaGkgR3ltcw==";"1"
463;"A Fitness Fact";"http://www.justdial.com/Delhi/A-Fitness-Fact-<near>-Opp-429-Bus-Stand-Kalkaji/011PXX11-XX11-100621110556-S2Z5_BZDET?xid=RGVsaGkgR3ltcw==";"1"
466;"Sweat Zone";"http://www.justdial.com/Delhi/Sweat-Zone-<near>-Part-2-Near-great-reastaurant-Model-Town/011PXX11-XX11-110802160936-V7A7_BZDET?xid=RGVsaGkgR3ltcw==";"1"
467;"Revive The fitness lounge";"http://www.justdial.com/Delhi/Revive-The-fitness-lounge-<near>-Fateh-Nagar/011PXX11-XX11-110604163316-T8L3_BZDET?xid=RGVsaGkgR3ltcw==";"1"
468;"Feelin Fit";"http://www.justdial.com/Delhi/Feelin-Fit-<near>-Above-Unique-Cafe-Madhu-Vihar-Patparganj/011PXX11-XX11-141201130958-Q9P7_BZDET?xid=RGVsaGkgR3ltcw==";"1"
470;"THE FORCE GYM & SPA";"http://www.justdial.com/Delhi/THE-FORCE-GYM-SPA-<near>-Opposite-metro-pillar-no-749-Uttam-Nagar/011PXX11-XX11-140617123203-G1P1_BZDET?xid=RGVsaGkgR3ltcw==";"1"
471;"Gears Gyms";"http://www.justdial.com/Delhi/Gears-Gyms-<near>-Near-Kohat-Enclave-Pitampura/011PXX11-XX11-130913123441-U7D2_BZDET?xid=RGVsaGkgR3ltcw==";"1"
472;"EDGE GYM";"http://www.justdial.com/Delhi/EDGE-GYM-<near>-Gujranwala-Town-Model-Town/011PXX11-XX11-120510173858-A3J2_BZDET?xid=RGVsaGkgR3ltcw==";"1"
473;"Krishan Kumar";"http://www.justdial.com/Delhi/Krishan-Kumar-<near>-Ashok-Vihar/011PXX11-XX11-150308220001-W2B7_BZDET?xid=RGVsaGkgR3ltcw==";"1"
474;"Metalloid Fitness";"http://www.justdial.com/Delhi/Metalloid-Fitness-<near>-Near-Transport-Authority-Rohini-Sector-15/011PXX11-XX11-141029024501-L1V7_BZDET?xid=RGVsaGkgR3ltcw==";"1"
475;"BURNOUT ZONE";"http://www.justdial.com/Delhi/BURNOUT-ZONE-<near>-LAKME-SALON-Malviya-Nagar/011PXX11-XX11-141030123200-J7S4_BZDET?xid=RGVsaGkgR3ltcw==";"1"
476;"PlanetXHealth Club";"http://www.justdial.com/Delhi/PlanetXHealth-Club-<near>-Vigyan-Vihar-Anand-Vihar/011P1231219313R9K7J8_BZDET?xid=RGVsaGkgR3ltcw==";"1"
477;"Pulse Impulse Health Clinic";"http://www.justdial.com/Delhi/Pulse-Impulse-Health-Clinic-<near>-Kilokri-Maharani-Bagh/011PG025471_BZDET?xid=RGVsaGkgR3ltcw==";"1"
478;"Fat To Fit Gym";"http://www.justdial.com/Delhi/Fat-To-Fit-Gym-<near>-Ramesh-Mkt-East-Of-Kailash/011PXX11-XX11-100702170915-B6F5_BZDET?xid=RGVsaGkgR3ltcw==";"1"
479;"Fitness Tree";"http://www.justdial.com/Delhi/Fitness-Tree-<near>-Near-State-Bank-Of-India-Opposite-Nathu-Sweet-Tagore-Park-Extension/011PXX11-XX11-140823011517-Z5X3_BZDET?xid=RGVsaGkgR3ltcw==";"1"
480;"Health Lounge";"http://www.justdial.com/Delhi/Health-Lounge-<near>-Paschim-Vihar/011PXX11-XX11-090918190214-Q7A3_BZDET?xid=RGVsaGkgR3ltcw==";"1"
482;"Fitness Active One";"http://www.justdial.com/Delhi/Fitness-Active-One-<near>-Opposite-Cafe-Coffe-Day-Janakpuri/011PXX11-XX11-130801222004-N9Q8_BZDET?xid=RGVsaGkgR3ltcw==";"1"
484;"A Soul Fitness Centre";"http://www.justdial.com/Delhi/A-Soul-Fitness-Centre-<near>-Nera-Gola-Northern-Restaurant-Gujranwala-Town-1/011PXX11-XX11-130121132246-Y7Y3_BZDET?xid=RGVsaGkgR3ltcw==";"1"
485;"Buchi Gym";"http://www.justdial.com/Delhi/Buchi-Gym-<near>-Ramesh-Nagar/011PXX11-XX11-130905153056-E9X5_BZDET?xid=RGVsaGkgR3ltcw==";"1"
486;"Fitness First Gym";"http://www.justdial.com/Delhi/Fitness-First-Gym-<near>-Near-Sani-Mandir-Nehru-Nagar/011PXX11-XX11-150617173557-L7P3_BZDET?xid=RGVsaGkgR3ltcw==";"1"
487;"Fitmill THE GYM";"http://www.justdial.com/Delhi/Fitmill-THE-GYM-<near>-Rajouri-Garden/011PXX11-XX11-121211150606-H3P6_BZDET?xid=RGVsaGkgR3ltcw==";"1"
488;"Desire";"http://www.justdial.com/Delhi/Desire-<near>-Near-Arya-Samaj-Mandir-Shivaji-Park-Shahdara/011PXX11-XX11-110127051815-A4X2_BZDET?xid=RGVsaGkgR3ltcw==";"1"
489;"The Sky Gymnasia";"http://www.justdial.com/Delhi/The-Sky-Gymnasia-<near>-Sec-14-Crpf-School-Prashant-Vihar-Power-House-Prashant-Vihar/011PK034077_BZDET?xid=RGVsaGkgR3ltcw==";"1"
490;"Hercules Gymnasiums";"http://www.justdial.com/Delhi/Hercules-Gymnasiums-<near>-New-Clny-Nr-Sec-4-Gurgaon/011PXX11-XX11-090821124003-C6U8_BZDET?xid=RGVsaGkgR3ltcw==";"1"
492;"Fitness worlds";"http://www.justdial.com/Delhi/Fitness-worlds-<near>-Near-petrol-pump-Preet-Vihar/011PXX11-XX11-130402160502-E2V8_BZDET?xid=RGVsaGkgR3ltcw==";"1"
493;"Reps By Dinesh";"http://www.justdial.com/Delhi/Reps-By-Dinesh-<near>-Derawal-Nagar/011PXX11-XX11-141216115121-G9B6_BZDET?xid=RGVsaGkgR3ltcw==";"1"
494;"Kosmic Fitness";"http://www.justdial.com/Delhi/Kosmic-Fitness-<near>-Behind-Batra-Cinema-Dr-Mukherjee-Nagar/011PXX11-XX11-110805181855-Z7Q1_BZDET?xid=RGVsaGkgR3ltcw==";"1"
495;"La Fitness The Fitness Cult Ae...";"http://www.justdial.com/Delhi/La-Fitness-The-Fitness-Cult-Aerobic-Studio-<near>-Ashok-Vihar/011PXX11-XX11-140109105158-F3V9_BZDET?xid=RGVsaGkgR3ltcw==";"1"
496;"Enormous Gym & Spa";"http://www.justdial.com/Delhi/Enormous-Gym-Spa-<near>-Opposite-Sukho-Khalsa-School-Near-Tilak-Nagar-Metro-Station-Fateh-Nagar/011PXX11-XX11-111123102440-I7Z4_BZDET?xid=RGVsaGkgR3ltcw==";"1"
498;"Celebrity Fitness India Pvt...";"http://www.justdial.com/Delhi/Celebrity-Fitness-India-Pvt-Ltd-<near>-Above-Tanishq-And-Next-To-Sahara-Mall-Gurgaon/011PXX11-XX11-111009220041-E1H2_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
505;"Sn Fitness Studio";"http://www.justdial.com/Delhi/Sn-Fitness-Studio-<near>-Opposite-Vyapar-Kendra-Gurgaon-Sector-43/011PXX11-XX11-150422184537-Y6V2_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
507;"Beyond Fitness";"http://www.justdial.com/Delhi/Beyond-Fitness-<near>-Near-Huda-Market-And-Unitech-Cyber-Park-Gurgaon-Sector-40/011PXX11-XX11-121120142138-F4N1_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
512;"Body Temptation Health Club";"http://www.justdial.com/Delhi/Body-Temptation-Health-Club-<near>-Near-Reliance-Fresh-Gurgaon-Sector-15/011PXX11-XX11-090430212632-V4Z6_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
514;"5 Elements Fitness Gym";"http://www.justdial.com/Delhi/5-Elements-Fitness-Gym-<near>-Near-Amity-School-Gurgaon-Sector-46/011PXX11-XX11-150226201437-W7M4_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
517;"Balance Fitness Lounge";"http://www.justdial.com/Delhi/Balance-Fitness-Lounge-<near>-Near-Ambience-Mall-Behind-Cyber-Hub-Dlf-City-Phase-III-Gurgaon/011PXX11-XX11-140515130447-W7Z7_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
519;"Techno Fit Fitness Centre";"http://www.justdial.com/Delhi/Techno-Fit-Fitness-Centre-<near>-Opp-U-25-12-Above-Idea-Showroom-Dlf-City-Phase-III-Gurgaon/011PXX11-XX11-121022205402-Q3H2_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
523;"Rdx Gym N Spa";"http://www.justdial.com/Delhi/Rdx-Gym-N-Spa-<near>-Dwarka-Sector-7/011PXX11-XX11-110818172833-Z6Q6_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
525;"Sporstfit By MS Dhoni";"http://www.justdial.com/Delhi/Sporstfit-By-MS-Dhoni-<near>-Vasant-Kunj-Sector-b/011PXX11-XX11-150824193055-F6U3_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
528;"Push Up Gym And Spa Pvt  Ltd";"http://www.justdial.com/Delhi/Push-Up-Gym-And-Spa-Pvt-Ltd-<near>-Opposite-ICICI-Bank-Dwarka-Sector-7/011PXX11-XX11-130204192427-W5N8_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
534;"The Iron Gym";"http://www.justdial.com/Delhi/The-Iron-Gym-<near>-Near-Pal-Dairy-And-Opposite-Main-Jnu-Gate-Munirka/011PXX11-XX11-150320104333-F1Q4_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
537;"Yogi Arun Yoga Center";"http://www.justdial.com/Delhi/Yogi-Arun-Yoga-Center-<near>-Vasant-Vihar/011PXX11-XX11-120408220413-D4E8_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
548;"Metabolikx Fitness";"http://www.justdial.com/Delhi/Metabolikx-Fitness-<near>-Opposite-Metro-Pillar-Number-547-Janakpuri/011PXX11-XX11-150518165322-P5N7_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
550;"The Fitness Active One Heal...";"http://www.justdial.com/Delhi/The-Fitness-Active-One-Health-Club-<near>-Opposite-Cafe-Coffee-Day-Janakpuri/011PXX11-XX11-130420132805-H4M4_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
554;"Stamina Gym";"http://www.justdial.com/delhi/Stamina-Gym-<near>-Harinagar-Depot-Tilak-Nagar/011PXX11-XX11-150217135940-V3Y1_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
558;"Life Line Gym & Aerobic";"http://www.justdial.com/Delhi/Life-Line-Gym-Aerobic-<near>-Above-ICICI-Bank-Hauz-Khas/011PXX11-XX11-140222144853-R8Y3_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
560;"The Stamina Gym";"http://www.justdial.com/Delhi/The-Stamina-Gym-<near>-Near-JAI-Balaji-Medical-Centre-Uttam-Nagar/011PXX11-XX11-150424155653-L4H9_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
565;"Radius Gym & Spa";"http://www.justdial.com/Delhi/Radius-Gym-Spa-<near>-Above-Mohit-Medical-Store-Tilak-Nagar/011PXX11-XX11-111207180859-Y2L8_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
567;"Leo Gradin Wild Fitness";"http://www.justdial.com/Delhi/Leo-Gradin-Wild-Fitness-<near>-Near-State-Bank-Of-India-South-Extension-1/011PXX11-XX11-120402152225-M5P3_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
568;"Gladiator Gym";"http://www.justdial.com/Delhi/Gladiator-Gym-<near>-Near-Tagore-Garden-Metro-Station-Tagore-Garden/011PXX11-XX11-150213102646-E4Y4_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
572;"Taraash Wellness Centre";"http://www.justdial.com/Delhi/Taraash-Wellness-Centre-<near>-Tagore-Garden/011PXX11-XX11-101207135059-F7D4_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
579;"M R Fitness Zone";"http://www.justdial.com/Delhi/M-R-Fitness-Zone-<near>-Near-Radha-Krishan-Temple-Lajpat-Nagar-4-lajpat-Nagar/011PXX11-XX11-131230174043-L2L9_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
582;"Lean Wolves Fitness";"http://www.justdial.com/Delhi/Lean-Wolves-Fitness-<near>-near-moolchand-metro-station-Lajpat-Nagar-4-Lajpat-Nagar/011PXX11-XX11-151023204524-G8C4_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
584;"Kishori Gym";"http://www.justdial.com/Delhi/Kishori-Gym-<near>-Near-GS-Convent-school-Paschim-Vihar/011PXX11-XX11-120204111158-F3L1_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
588;"Pro Fit Health Club Gym";"http://www.justdial.com/delhi/Pro-Fit-Health-Club-Gym-<near>-Opposite-Vodafone-Store-Lajpat-Nagar-2-Lajpat-Nagar/011PXX11-XX11-151008125545-J8U5_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
590;"Life Line Gym And Spa";"http://www.justdial.com/Delhi/Life-Line-Gym-And-Spa-<near>-Near-Vijay-Sales-Lajpat-Nagar-2-lajpat-Nagar/011PXX11-XX11-090919181225-Z9Y1_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
595;"Sky Walk Gym";"http://www.justdial.com/delhi/Sky-Walk-Gym-<near>-Punjabi-Bagh-Extension/011PXX11-XX11-110207125954-H4T6_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
606;"Your Fitness Club";"http://www.justdial.com/Delhi/Your-Fitness-Club-<near>-Opposite-Gurudwara-New-Friends-Colony/011PXX11-XX11-130906101525-F3J8_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
608;"Big Body Aim";"http://www.justdial.com/Delhi/Big-Body-Aim-<near>-Near-Jiwan-Mala-Hospital-Karol-Bagh/011PXX11-XX11-130830173548-J7A4_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
614;"Fitness Kingdom";"http://www.justdial.com/Delhi/Fitness-Kingdom-<near>-Near-Remal-School-Road-Rohini-Sector-3/011PXX11-XX11-140416212930-B8T2_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
615;"Aptitude Resolution For Fit...";"http://www.justdial.com/Delhi/Aptitude-Resolution-For-Fitness-<near>-Near-Deepali-Chowk-Pitampura/011PXX11-XX11-130519200454-Z4I8_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
617;"Millennium Gym";"http://www.justdial.com/Delhi/Millennium-Gym-<near>-Near-M2K-Red-light-Rohini-Sector-8/011PXX11-XX11-150806191734-T5R3_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
619;"Mind 2 Soul Gym & Melange S...";"http://www.justdial.com/Delhi/Mind-2-Soul-Gym-Melange-Salon-<near>-Near-Amitabh-Banquet-Kamla-Nagar/011PXX11-XX11-120117064334-A2K8_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
625;"Cardio Comfort Fitness Centre";"http://www.justdial.com/Delhi/Cardio-Comfort-Fitness-Centre-<near>-Below-Yes-Bank-Faridabad-Sector-16/011PXX11-XX11-140524152120-H9U4_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
626;"Built N Fit";"http://www.justdial.com/Delhi/Built-N-Fit-<near>-Prashant-Vihar/011PXX11-XX11-131225113714-L7W3_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
628;"Habit  Gym";"http://www.justdial.com/Delhi/Habit-Gym-<near>-Near-Laxmi-Nagar-Metro-Station-Laxmi-Nagar/011PXX11-XX11-130907140917-U4C3_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
635;"Fitness Guru Home Tutions";"http://www.justdial.com/Delhi/Fitness-Guru-Home-Tutions-<near>-Near-V3S-Mall-Guru-Angad-Nagar-lakshmi-Nagar/011PXX11-XX11-150908160036-L2H1_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
640;"Maxx Fitness Gym & Spa";"http://www.justdial.com/Delhi/Maxx-Fitness-Gym-Spa-<near>-Opposite-Geeta-Colony-Police-Station-Krishna-Nagar/011PXX11-XX11-131214125842-W5F8_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
641;"Fit And Fine Gym";"http://www.justdial.com/Delhi/Fit-And-Fine-Gym-<near>-Krishna-Nagar/011PXX11-XX11-151017175945-E5J6_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
643;"The Royal Gym";"http://www.justdial.com/Delhi/The-Royal-Gym-<near>-Near-Classic-Ice-Cream-Parlour-New-Rajdhani-Enclave-preet-Vihar/011PXX11-XX11-120706162803-U3X7_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
651;"Vishal Fitness Club";"http://www.justdial.com/Delhi/Vishal-Fitness-Club-<near>-Behind-SBI-Bank-Shahdara/011PXX11-XX11-140308100900-C5R4_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
657;"Yoga Studio";"http://www.justdial.com/Delhi/Yoga-Studio-<near>-Yojana-Vihar/011PXX11-XX11-120618145230-N9R2_BZDET?xid=RGVsaGkgR3ltbmFzaXVtcyBHdXJnYW9u";"1"
